Series ID,Series Title,Area Code,Area Level,Area Text,Occupation Code,Occupation Text,Job Characteristic Code,Job Characteristic Text,Work Level Code,Average Hourly Wage,Relative Standard Error
WMU00327801020000001500000012,Average hourly wage for computer and mathematical occupations,32780,Metro area,"Medford, OR",150000,Computer and Mathematical Occupations,0,All workers,12,65.4,11.7
WMU39000011020000001500000012,Average hourly wage for computer and mathematical occupations,3900001,Nonmetro area,West Northwestern Ohio nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,12,65.37,5.4
WMU00193801020000001500000012,Average hourly wage for computer and mathematical occupations,19380,Metro area,"Dayton, OH",150000,Computer and Mathematical Occupations,0,All workers,12,65.35,3.4
WMU00134601020000001500000012,Average hourly wage for computer and mathematical occupations,13460,Metro area,"Bend-Redmond, OR",150000,Computer and Mathematical Occupations,0,All workers,12,65.34,5.7
WMU00269001020000001500000012,Average hourly wage for computer and mathematical occupations,26900,Metro area,"Indianapolis-Carmel-Anderson, IN",150000,Computer and Mathematical Occupations,0,All workers,12,65.33,4.7
WMU00454601020000001500000012,Average hourly wage for computer and mathematical occupations,45460,Metro area,"Terre Haute, IN",150000,Computer and Mathematical Occupations,0,All workers,12,65.33,20.5
WMU45000021020000001500000012,Average hourly wage for computer and mathematical occupations,4500002,Nonmetro area,Upper Savannah South Carolina nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,12,65.29,17.6
WMU18000031020000001500000012,Average hourly wage for computer and mathematical occupations,1800003,Nonmetro area,Southern Indiana nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,12,65.27,10.7
WMU00242201020000001500000012,Average hourly wage for computer and mathematical occupations,24220,Metro area,"Grand Forks, ND-MN",150000,Computer and Mathematical Occupations,0,All workers,12,65.26,5.4
WMU00459401020000001511210012,Average hourly wage for computer systems analysts,45940,Metro area,"Trenton, NJ",151121,Computer Systems Analysts,0,All workers,12,65.24,6
WMU00411401020000001500000012,Average hourly wage for computer and mathematical occupations,41140,Metro area,"St. Joseph, MO-KS",150000,Computer and Mathematical Occupations,0,All workers,12,65.19,2.4
WMU00137801020000001500000012,Average hourly wage for computer and mathematical occupations,13780,Metro area,"Binghamton, NY",150000,Computer and Mathematical Occupations,0,All workers,12,65.15,6.8
WMU20000021020000001500000012,Average hourly wage for computer and mathematical occupations,2000002,Nonmetro area,Northwest Kansas nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,12,65.14,10.4
WMU00115401020000001500000012,Average hourly wage for computer and mathematical occupations,11540,Metro area,"Appleton, WI",150000,Computer and Mathematical Occupations,0,All workers,12,64.93,3.7
WMU00350841020000001511320011,Average hourly wage for software developers,35084,Metro area,"Newark, NJ-PA Metropolitan Division",151132,"Software Developers, Applications",0,All workers,11,64.91,2.7
WMU00318601020000001500000012,Average hourly wage for computer and mathematical occupations,31860,Metro area,"Mankato-North Mankato, MN",150000,Computer and Mathematical Occupations,0,All workers,12,64.83,3.3
WMU00245401020000001500000012,Average hourly wage for computer and mathematical occupations,24540,Metro area,"Greeley, CO",150000,Computer and Mathematical Occupations,0,All workers,12,64.82,3.2
WMU00719501020000001511320011,Average hourly wage for software developers,71950,Metro area,"Bridgeport-Stamford-Norwalk, CT",151132,"Software Developers, Applications",0,All workers,11,64.79,4.4
WMU53000021020000001500000012,Average hourly wage for computer and mathematical occupations,5300002,Nonmetro area,Southwest Washington nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,12,64.71,7.8
WMU00245401020000001500002512,Average hourly wage for computer and mathematical occupations,24540,Metro area,"Greeley, CO",150000,Computer and Mathematical Occupations,25,Full-time,12,64.69,3.2
WMU00356141020000001511210011,Average hourly wage for computer systems analysts,35614,Metro area,"New York-Jersey City-White Plains, NY-NJ Metropolitan Division",151121,Computer Systems Analysts,0,All workers,11,64.65,9.4
WMU00460601020000001500000012,Average hourly wage for computer and mathematical occupations,46060,Metro area,"Tucson, AZ",150000,Computer and Mathematical Occupations,0,All workers,12,64.62,5.8
WMU00165801020000001500000012,Average hourly wage for computer and mathematical occupations,16580,Metro area,"Champaign-Urbana, IL",150000,Computer and Mathematical Occupations,0,All workers,12,64.61,5.1
WMU00460601020000001500002512,Average hourly wage for computer and mathematical occupations,46060,Metro area,"Tucson, AZ",150000,Computer and Mathematical Occupations,25,Full-time,12,64.6,5.8
WMU00155001020000001500000012,Average hourly wage for computer and mathematical occupations,15500,Metro area,"Burlington, NC",150000,Computer and Mathematical Occupations,0,All workers,12,64.56,10.5
WMU00243001020000001500000012,Average hourly wage for computer and mathematical occupations,24300,Metro area,"Grand Junction, CO",150000,Computer and Mathematical Occupations,0,All workers,12,64.48,8
WMU00243001020000001500002512,Average hourly wage for computer and mathematical occupations,24300,Metro area,"Grand Junction, CO",150000,Computer and Mathematical Occupations,25,Full-time,12,64.46,8
WMU00209401020000001500000012,Average hourly wage for computer and mathematical occupations,20940,Metro area,"El Centro, CA",150000,Computer and Mathematical Occupations,0,All workers,12,64.41,1.9
WMU00230601020000001500000012,Average hourly wage for computer and mathematical occupations,23060,Metro area,"Fort Wayne, IN",150000,Computer and Mathematical Occupations,0,All workers,12,64.38,3.7
WMU00218201020000001500000012,Average hourly wage for computer and mathematical occupations,21820,Metro area,"Fairbanks, AK",150000,Computer and Mathematical Occupations,0,All workers,12,64.37,4.6
WMU00345801020000001500000012,Average hourly wage for computer and mathematical occupations,34580,Metro area,"Mount Vernon-Anacortes, WA",150000,Computer and Mathematical Occupations,0,All workers,12,64.37,3.6
WMU00491801020000001500000012,Average hourly wage for computer and mathematical occupations,49180,Metro area,"Winston-Salem, NC",150000,Computer and Mathematical Occupations,0,All workers,12,64.3,8.3
WMU55000031020000001500000012,Average hourly wage for computer and mathematical occupations,5500003,Nonmetro area,South Central Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,12,64.27,5.7
WMU00270601020000001500000012,Average hourly wage for computer and mathematical occupations,27060,Metro area,"Ithaca, NY",150000,Computer and Mathematical Occupations,0,All workers,12,64.22,4.4
WMU00167001020000001500000012,Average hourly wage for computer and mathematical occupations,16700,Metro area,"Charleston-North Charleston, SC",150000,Computer and Mathematical Occupations,0,All workers,12,64.13,6.5
WMU00105801020000001500000012,Average hourly wage for computer and mathematical occupations,10580,Metro area,"Albany-Schenectady-Troy, NY",150000,Computer and Mathematical Occupations,0,All workers,12,64.1,8.1
WMU00223801020000001500000012,Average hourly wage for computer and mathematical occupations,22380,Metro area,"Flagstaff, AZ",150000,Computer and Mathematical Occupations,0,All workers,12,64.1,9.9
WMU00223801020000001500002512,Average hourly wage for computer and mathematical occupations,22380,Metro area,"Flagstaff, AZ",150000,Computer and Mathematical Occupations,25,Full-time,12,64.1,9.9
WMU00171401020000001500000012,Average hourly wage for computer and mathematical occupations,17140,Metro area,"Cincinnati, OH-KY-IN",150000,Computer and Mathematical Occupations,0,All workers,12,64,3.3
WMU00496601020000001500000012,Average hourly wage for computer and mathematical occupations,49660,Metro area,"Youngstown-Warren-Boardman, OH-PA",150000,Computer and Mathematical Occupations,0,All workers,12,64,4.9
WMU00333401020000001500000012,Average hourly wage for computer and mathematical occupations,33340,Metro area,"Milwaukee-Waukesha-West Allis, WI",150000,Computer and Mathematical Occupations,0,All workers,12,63.98,3.9
WMU00378601020000001500000012,Average hourly wage for computer and mathematical occupations,37860,Metro area,"Pensacola-Ferry Pass-Brent, FL",150000,Computer and Mathematical Occupations,0,All workers,12,63.93,3.6
WMU00379001020000001500000012,Average hourly wage for computer and mathematical occupations,37900,Metro area,"Peoria, IL",150000,Computer and Mathematical Occupations,0,All workers,12,63.89,3.3
WMU00398201020000001500000012,Average hourly wage for computer and mathematical occupations,39820,Metro area,"Redding, CA",150000,Computer and Mathematical Occupations,0,All workers,12,63.87,5.2
WMU00490201020000001500000012,Average hourly wage for computer and mathematical occupations,49020,Metro area,"Winchester, VA-WV",150000,Computer and Mathematical Occupations,0,All workers,12,63.84,3.5
WMU00450601020000001500000012,Average hourly wage for computer and mathematical occupations,45060,Metro area,"Syracuse, NY",150000,Computer and Mathematical Occupations,0,All workers,12,63.71,4.3
WMU00193401020000001500000012,Average hourly wage for computer and mathematical occupations,19340,Metro area,"Davenport-Moline-Rock Island, IA-IL",150000,Computer and Mathematical Occupations,0,All workers,12,63.68,4.2
WMU00217801020000001500000012,Average hourly wage for computer and mathematical occupations,21780,Metro area,"Evansville, IN-KY",150000,Computer and Mathematical Occupations,0,All workers,12,63.51,5
WMU00347401020000001500000012,Average hourly wage for computer and mathematical occupations,34740,Metro area,"Muskegon, MI",150000,Computer and Mathematical Occupations,0,All workers,12,63.49,8.1
WMU53000031020000001500000012,Average hourly wage for computer and mathematical occupations,5300003,Nonmetro area,Central Washington nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,12,63.48,7
WMU00298201020000001500000012,Average hourly wage for computer and mathematical occupations,29820,Metro area,"Las Vegas-Henderson-Paradise, NV",150000,Computer and Mathematical Occupations,0,All workers,12,63.44,4
WMU00298201020000001500002512,Average hourly wage for computer and mathematical occupations,29820,Metro area,"Las Vegas-Henderson-Paradise, NV",150000,Computer and Mathematical Occupations,25,Full-time,12,63.44,4
WMU17000041020000001500000012,Average hourly wage for computer and mathematical occupations,1700004,Nonmetro area,South Illinois nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,12,63.43,3.5
WMU00105001020000001500000012,Average hourly wage for computer and mathematical occupations,10500,Metro area,"Albany, GA",150000,Computer and Mathematical Occupations,0,All workers,12,63.39,7.5
WMU00411801020000001500000012,Average hourly wage for computer and mathematical occupations,41180,Metro area,"St. Louis, MO-IL",150000,Computer and Mathematical Occupations,0,All workers,12,63.39,2.6
WMU00350041020000001511320011,Average hourly wage for software developers,35004,Metro area,"Nassau County-Suffolk County, NY Metropolitan Division",151132,"Software Developers, Applications",0,All workers,11,63.36,4.1
WMU00299401020000001500000012,Average hourly wage for computer and mathematical occupations,29940,Metro area,"Lawrence, KS",150000,Computer and Mathematical Occupations,0,All workers,12,63.33,4.4
WMU00399001020000001500000012,Average hourly wage for computer and mathematical occupations,39900,Metro area,"Reno, NV",150000,Computer and Mathematical Occupations,0,All workers,12,63.26,2.8
WMU00399001020000001500002512,Average hourly wage for computer and mathematical occupations,39900,Metro area,"Reno, NV",150000,Computer and Mathematical Occupations,25,Full-time,12,63.26,2.8
WMU00419401020000001500000011,Average hourly wage for computer and mathematical occupations,41940,Metro area,"San Jose-Sunnyvale-Santa Clara, CA",150000,Computer and Mathematical Occupations,0,All workers,11,63.23,1.9
